,YES VOTES,DISTRICT,COUNTY,PARTY
13051,190,SD 26,ARAPAHOE,REPUBLICAN PARTY
13052,219,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13104,360,SD 26,ARAPAHOE,REPUBLICAN PARTY
13105,568,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13157,229,SD 26,ARAPAHOE,REPUBLICAN PARTY
13158,401,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13210,199,SD 26,ARAPAHOE,REPUBLICAN PARTY
13211,161,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13263,229,SD 26,ARAPAHOE,REPUBLICAN PARTY
13264,417,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13316,249,SD 26,ARAPAHOE,REPUBLICAN PARTY
13317,455,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13369,337,SD 26,ARAPAHOE,REPUBLICAN PARTY
13370,523,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13422,118,SD 26,ARAPAHOE,REPUBLICAN PARTY
13423,341,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13475,191,SD 26,ARAPAHOE,REPUBLICAN PARTY
13476,391,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13528,219,SD 26,ARAPAHOE,REPUBLICAN PARTY
13529,351,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13581,150,SD 26,ARAPAHOE,REPUBLICAN PARTY
13582,270,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13634,189,SD 26,ARAPAHOE,REPUBLICAN PARTY
13635,234,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13687,220,SD 26,ARAPAHOE,REPUBLICAN PARTY
13688,285,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13740,307,SD 26,ARAPAHOE,REPUBLICAN PARTY
13741,407,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13793,345,SD 26,ARAPAHOE,REPUBLICAN PARTY
13794,444,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13846,147,SD 26,ARAPAHOE,REPUBLICAN PARTY
13847,274,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13899,208,SD 26,ARAPAHOE,REPUBLICAN PARTY
13900,261,SD 26,ARAPAHOE,DEMOCRATIC PARTY
13952,278,SD 26,ARAPAHOE,REPUBLICAN PARTY
13953,401,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14005,543,SD 26,ARAPAHOE,REPUBLICAN PARTY
14006,286,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14060,586,SD 26,ARAPAHOE,REPUBLICAN PARTY
14061,265,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14115,652,SD 26,ARAPAHOE,REPUBLICAN PARTY
14116,237,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14170,251,SD 26,ARAPAHOE,REPUBLICAN PARTY
14171,196,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14225,193,SD 26,ARAPAHOE,REPUBLICAN PARTY
14226,140,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14280,415,SD 26,ARAPAHOE,REPUBLICAN PARTY
14281,303,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14335,172,SD 26,ARAPAHOE,REPUBLICAN PARTY
14336,203,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14388,229,SD 26,ARAPAHOE,REPUBLICAN PARTY
14389,166,SD 26,ARAPAHOE,DEMOCRATIC PARTY
14441,286,SD 31,ARAPAHOE,REPUBLICAN PARTY
14442,410,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14496,141,SD 31,ARAPAHOE,REPUBLICAN PARTY
14497,196,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14548,211,SD 31,ARAPAHOE,REPUBLICAN PARTY
14549,345,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14600,0,SD 31,ARAPAHOE,REPUBLICAN PARTY
14601,0,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14655,0,SD 31,ARAPAHOE,REPUBLICAN PARTY
14656,0,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14707,9,SD 31,ARAPAHOE,REPUBLICAN PARTY
14708,15,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14759,215,SD 31,ARAPAHOE,REPUBLICAN PARTY
14760,353,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14811,177,SD 31,ARAPAHOE,REPUBLICAN PARTY
14812,520,SD 31,ARAPAHOE,DEMOCRATIC PARTY
14864,0,SD 28,ARAPAHOE,REPUBLICAN PARTY
14865,0,SD 28,ARAPAHOE,DEMOCRATIC PARTY
14866,0,SD 28,ARAPAHOE,LIBERTARIAN PARTY
14918,0,SD 28,ARAPAHOE,REPUBLICAN PARTY
14919,0,SD 28,ARAPAHOE,DEMOCRATIC PARTY
14920,0,SD 28,ARAPAHOE,LIBERTARIAN PARTY
14973,6,SD 29,ARAPAHOE,REPUBLICAN PARTY
14974,20,SD 29,ARAPAHOE,DEMOCRATIC PARTY
14975,1,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15027,0,SD 29,ARAPAHOE,REPUBLICAN PARTY
15028,0,SD 29,ARAPAHOE,DEMOCRATIC PARTY
15029,0,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15081,0,SD 29,ARAPAHOE,REPUBLICAN PARTY
15082,0,SD 29,ARAPAHOE,DEMOCRATIC PARTY
15083,0,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15135,1046,SD 29,ARAPAHOE,REPUBLICAN PARTY
15136,392,SD 29,ARAPAHOE,DEMOCRATIC PARTY
15137,73,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15189,521,SD 29,ARAPAHOE,REPUBLICAN PARTY
15190,190,SD 29,ARAPAHOE,DEMOCRATIC PARTY
15191,40,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15243,563,SD 29,ARAPAHOE,REPUBLICAN PARTY
15244,248,SD 29,ARAPAHOE,DEMOCRATIC PARTY
15245,71,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15297,286,SD 29,ARAPAHOE,REPUBLICAN PARTY
15298,88,SD 29,ARAPAHOE,DEMOCRATIC PARTY
15299,36,SD 29,ARAPAHOE,LIBERTARIAN PARTY
15349,126,SD 26,ARAPAHOE,REPUBLICAN PARTY
15350,284,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15401,26,SD 26,ARAPAHOE,REPUBLICAN PARTY
15402,53,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15455,135,SD 26,ARAPAHOE,REPUBLICAN PARTY
15456,186,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15507,245,SD 26,ARAPAHOE,REPUBLICAN PARTY
15508,286,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15559,363,SD 26,ARAPAHOE,REPUBLICAN PARTY
15560,506,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15613,253,SD 26,ARAPAHOE,REPUBLICAN PARTY
15614,296,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15665,201,SD 26,ARAPAHOE,REPUBLICAN PARTY
15666,342,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15717,244,SD 26,ARAPAHOE,REPUBLICAN PARTY
15718,86,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15771,206,SD 26,ARAPAHOE,REPUBLICAN PARTY
15772,112,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15825,431,SD 26,ARAPAHOE,REPUBLICAN PARTY
15826,202,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15879,958,SD 26,ARAPAHOE,REPUBLICAN PARTY
15880,376,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15933,569,SD 26,ARAPAHOE,REPUBLICAN PARTY
15934,338,SD 26,ARAPAHOE,DEMOCRATIC PARTY
15987,671,SD 26,ARAPAHOE,REPUBLICAN PARTY
15988,707,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16042,660,SD 26,ARAPAHOE,REPUBLICAN PARTY
16043,544,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16097,102,SD 26,ARAPAHOE,REPUBLICAN PARTY
16098,136,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16150,363,SD 26,ARAPAHOE,REPUBLICAN PARTY
16151,332,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16205,709,SD 26,ARAPAHOE,REPUBLICAN PARTY
16206,502,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16260,182,SD 26,ARAPAHOE,REPUBLICAN PARTY
16261,160,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16315,0,SD 26,ARAPAHOE,REPUBLICAN PARTY
16316,0,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16370,370,SD 26,ARAPAHOE,REPUBLICAN PARTY
16371,356,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16422,391,SD 26,ARAPAHOE,REPUBLICAN PARTY
16423,306,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16474,255,SD 26,ARAPAHOE,REPUBLICAN PARTY
16475,269,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16526,443,SD 26,ARAPAHOE,REPUBLICAN PARTY
16527,238,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16578,440,SD 26,ARAPAHOE,REPUBLICAN PARTY
16579,308,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16630,294,SD 26,ARAPAHOE,REPUBLICAN PARTY
16631,162,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16684,728,SD 26,ARAPAHOE,REPUBLICAN PARTY
16685,279,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16738,547,SD 26,ARAPAHOE,REPUBLICAN PARTY
16739,359,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16792,320,SD 26,ARAPAHOE,REPUBLICAN PARTY
16793,337,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16844,360,SD 26,ARAPAHOE,REPUBLICAN PARTY
16845,340,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16898,275,SD 26,ARAPAHOE,REPUBLICAN PARTY
16899,464,SD 26,ARAPAHOE,DEMOCRATIC PARTY
16952,591,SD 26,ARAPAHOE,REPUBLICAN PARTY
16953,462,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17006,215,SD 26,ARAPAHOE,REPUBLICAN PARTY
17007,181,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17060,297,SD 26,ARAPAHOE,REPUBLICAN PARTY
17061,272,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17114,307,SD 26,ARAPAHOE,REPUBLICAN PARTY
17115,362,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17168,255,SD 26,ARAPAHOE,REPUBLICAN PARTY
17169,356,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17222,332,SD 26,ARAPAHOE,REPUBLICAN PARTY
17223,346,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17276,302,SD 26,ARAPAHOE,REPUBLICAN PARTY
17277,324,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17330,392,SD 26,ARAPAHOE,REPUBLICAN PARTY
17331,418,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17384,183,SD 26,ARAPAHOE,REPUBLICAN PARTY
17385,209,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17438,344,SD 26,ARAPAHOE,REPUBLICAN PARTY
17439,383,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17492,430,SD 26,ARAPAHOE,REPUBLICAN PARTY
17493,405,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17546,449,SD 26,ARAPAHOE,REPUBLICAN PARTY
17547,414,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17600,435,SD 26,ARAPAHOE,REPUBLICAN PARTY
17601,338,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17654,346,SD 26,ARAPAHOE,REPUBLICAN PARTY
17655,299,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17708,342,SD 26,ARAPAHOE,REPUBLICAN PARTY
17709,285,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17762,582,SD 26,ARAPAHOE,REPUBLICAN PARTY
17763,526,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17816,442,SD 26,ARAPAHOE,REPUBLICAN PARTY
17817,365,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17870,328,SD 26,ARAPAHOE,REPUBLICAN PARTY
17871,335,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17924,387,SD 26,ARAPAHOE,REPUBLICAN PARTY
17925,373,SD 26,ARAPAHOE,DEMOCRATIC PARTY
17978,356,SD 26,ARAPAHOE,REPUBLICAN PARTY
17979,453,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18032,96,SD 26,ARAPAHOE,REPUBLICAN PARTY
18033,114,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18084,20,SD 26,ARAPAHOE,REPUBLICAN PARTY
18085,6,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18136,0,SD 26,ARAPAHOE,REPUBLICAN PARTY
18137,0,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18190,235,SD 26,ARAPAHOE,REPUBLICAN PARTY
18191,195,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18241,109,SD 26,ARAPAHOE,REPUBLICAN PARTY
18242,109,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18295,211,SD 26,ARAPAHOE,REPUBLICAN PARTY
18296,653,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18347,154,SD 26,ARAPAHOE,REPUBLICAN PARTY
18348,409,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18399,38,SD 26,ARAPAHOE,REPUBLICAN PARTY
18400,154,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18454,136,SD 26,ARAPAHOE,REPUBLICAN PARTY
18455,457,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18509,64,SD 26,ARAPAHOE,REPUBLICAN PARTY
18510,295,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18561,463,SD 26,ARAPAHOE,REPUBLICAN PARTY
18562,834,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18616,265,SD 26,ARAPAHOE,REPUBLICAN PARTY
18617,936,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18671,127,SD 26,ARAPAHOE,REPUBLICAN PARTY
18672,432,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18726,278,SD 26,ARAPAHOE,REPUBLICAN PARTY
18727,494,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18778,239,SD 26,ARAPAHOE,REPUBLICAN PARTY
18779,800,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18833,112,SD 26,ARAPAHOE,REPUBLICAN PARTY
18834,253,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18888,172,SD 26,ARAPAHOE,REPUBLICAN PARTY
18889,563,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18943,235,SD 26,ARAPAHOE,REPUBLICAN PARTY
18944,409,SD 26,ARAPAHOE,DEMOCRATIC PARTY
18998,0,SD 26,ARAPAHOE,REPUBLICAN PARTY
18999,0,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19049,454,SD 26,ARAPAHOE,REPUBLICAN PARTY
19050,561,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19104,284,SD 26,ARAPAHOE,REPUBLICAN PARTY
19105,510,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19159,253,SD 26,ARAPAHOE,REPUBLICAN PARTY
19160,433,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19214,348,SD 26,ARAPAHOE,REPUBLICAN PARTY
19215,420,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19269,367,SD 26,ARAPAHOE,REPUBLICAN PARTY
19270,637,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19324,348,SD 26,ARAPAHOE,REPUBLICAN PARTY
19325,612,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19379,223,SD 26,ARAPAHOE,REPUBLICAN PARTY
19380,317,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19434,295,SD 26,ARAPAHOE,REPUBLICAN PARTY
19435,309,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19486,265,SD 26,ARAPAHOE,REPUBLICAN PARTY
19487,204,SD 26,ARAPAHOE,DEMOCRATIC PARTY
19538,195,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19539,193,SD 27,ARAPAHOE,REPUBLICAN PARTY
19593,438,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19594,408,SD 27,ARAPAHOE,REPUBLICAN PARTY
19648,853,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19649,790,SD 27,ARAPAHOE,REPUBLICAN PARTY
19703,273,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19704,221,SD 27,ARAPAHOE,REPUBLICAN PARTY
19758,253,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19759,194,SD 27,ARAPAHOE,REPUBLICAN PARTY
19813,434,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19814,419,SD 27,ARAPAHOE,REPUBLICAN PARTY
19868,685,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19869,822,SD 27,ARAPAHOE,REPUBLICAN PARTY
19923,536,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19924,546,SD 27,ARAPAHOE,REPUBLICAN PARTY
19976,684,SD 27,ARAPAHOE,DEMOCRATIC PARTY
19977,725,SD 27,ARAPAHOE,REPUBLICAN PARTY
20029,457,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20030,473,SD 27,ARAPAHOE,REPUBLICAN PARTY
20082,337,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20083,366,SD 27,ARAPAHOE,REPUBLICAN PARTY
20136,372,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20137,372,SD 27,ARAPAHOE,REPUBLICAN PARTY
20190,247,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20191,454,SD 27,ARAPAHOE,REPUBLICAN PARTY
20244,290,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20245,463,SD 27,ARAPAHOE,REPUBLICAN PARTY
20298,333,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20299,422,SD 27,ARAPAHOE,REPUBLICAN PARTY
20352,330,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20353,360,SD 27,ARAPAHOE,REPUBLICAN PARTY
20406,396,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20407,418,SD 27,ARAPAHOE,REPUBLICAN PARTY
20460,276,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20461,291,SD 27,ARAPAHOE,REPUBLICAN PARTY
20514,271,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20515,302,SD 27,ARAPAHOE,REPUBLICAN PARTY
20568,279,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20569,318,SD 27,ARAPAHOE,REPUBLICAN PARTY
20622,261,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20623,163,SD 27,ARAPAHOE,REPUBLICAN PARTY
20675,262,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20676,270,SD 27,ARAPAHOE,REPUBLICAN PARTY
20728,254,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20729,254,SD 27,ARAPAHOE,REPUBLICAN PARTY
20781,468,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20782,489,SD 27,ARAPAHOE,REPUBLICAN PARTY
20834,325,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20835,350,SD 27,ARAPAHOE,REPUBLICAN PARTY
20887,350,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20888,369,SD 27,ARAPAHOE,REPUBLICAN PARTY
20940,457,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20941,564,SD 27,ARAPAHOE,REPUBLICAN PARTY
20993,431,SD 27,ARAPAHOE,DEMOCRATIC PARTY
20994,417,SD 27,ARAPAHOE,REPUBLICAN PARTY
21046,313,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21047,320,SD 27,ARAPAHOE,REPUBLICAN PARTY
21099,614,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21100,622,SD 27,ARAPAHOE,REPUBLICAN PARTY
21152,318,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21153,431,SD 27,ARAPAHOE,REPUBLICAN PARTY
21207,609,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21208,807,SD 27,ARAPAHOE,REPUBLICAN PARTY
21262,661,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21263,673,SD 27,ARAPAHOE,REPUBLICAN PARTY
21315,422,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21316,476,SD 27,ARAPAHOE,REPUBLICAN PARTY
21368,412,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21369,587,SD 27,ARAPAHOE,REPUBLICAN PARTY
21423,438,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21424,591,SD 27,ARAPAHOE,REPUBLICAN PARTY
21478,345,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21479,466,SD 27,ARAPAHOE,REPUBLICAN PARTY
21533,432,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21534,501,SD 27,ARAPAHOE,REPUBLICAN PARTY
21588,408,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21589,470,SD 27,ARAPAHOE,REPUBLICAN PARTY
21641,255,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21642,243,SD 27,ARAPAHOE,REPUBLICAN PARTY
21694,120,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21695,126,SD 27,ARAPAHOE,REPUBLICAN PARTY
21747,278,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21748,384,SD 27,ARAPAHOE,REPUBLICAN PARTY
21800,161,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21801,233,SD 27,ARAPAHOE,REPUBLICAN PARTY
21853,317,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21854,425,SD 27,ARAPAHOE,REPUBLICAN PARTY
21906,378,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21907,485,SD 27,ARAPAHOE,REPUBLICAN PARTY
21959,411,SD 27,ARAPAHOE,DEMOCRATIC PARTY
21960,478,SD 27,ARAPAHOE,REPUBLICAN PARTY
22012,667,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22013,862,SD 27,ARAPAHOE,REPUBLICAN PARTY
22065,293,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22066,360,SD 27,ARAPAHOE,REPUBLICAN PARTY
22118,579,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22119,543,SD 27,ARAPAHOE,REPUBLICAN PARTY
22171,488,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22172,485,SD 27,ARAPAHOE,REPUBLICAN PARTY
22224,371,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22225,524,SD 27,ARAPAHOE,REPUBLICAN PARTY
22277,138,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22278,322,SD 27,ARAPAHOE,REPUBLICAN PARTY
22330,331,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22331,1033,SD 27,ARAPAHOE,REPUBLICAN PARTY
22383,71,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22384,168,SD 27,ARAPAHOE,REPUBLICAN PARTY
22436,573,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22437,868,SD 27,ARAPAHOE,REPUBLICAN PARTY
22489,315,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22490,460,SD 27,ARAPAHOE,REPUBLICAN PARTY
22542,273,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22543,263,SD 27,ARAPAHOE,REPUBLICAN PARTY
22595,607,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22596,688,SD 27,ARAPAHOE,REPUBLICAN PARTY
22648,321,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22649,334,SD 27,ARAPAHOE,REPUBLICAN PARTY
22701,444,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22702,484,SD 27,ARAPAHOE,REPUBLICAN PARTY
22754,0,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22755,0,SD 27,ARAPAHOE,REPUBLICAN PARTY
22809,266,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22810,342,SD 27,ARAPAHOE,REPUBLICAN PARTY
22863,318,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22864,437,SD 27,ARAPAHOE,REPUBLICAN PARTY
22917,291,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22918,268,SD 27,ARAPAHOE,REPUBLICAN PARTY
22971,239,SD 27,ARAPAHOE,DEMOCRATIC PARTY
22972,277,SD 27,ARAPAHOE,REPUBLICAN PARTY
23025,281,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23026,319,SD 27,ARAPAHOE,REPUBLICAN PARTY
23079,255,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23080,286,SD 27,ARAPAHOE,REPUBLICAN PARTY
23133,351,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23134,368,SD 27,ARAPAHOE,REPUBLICAN PARTY
23187,448,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23188,542,SD 27,ARAPAHOE,REPUBLICAN PARTY
23241,228,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23242,371,SD 27,ARAPAHOE,REPUBLICAN PARTY
23295,355,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23296,355,SD 27,ARAPAHOE,REPUBLICAN PARTY
23349,339,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23350,439,SD 27,ARAPAHOE,REPUBLICAN PARTY
23403,339,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23404,396,SD 27,ARAPAHOE,REPUBLICAN PARTY
23457,219,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23458,298,SD 27,ARAPAHOE,REPUBLICAN PARTY
23511,391,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23512,534,SD 27,ARAPAHOE,REPUBLICAN PARTY
23565,427,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23566,509,SD 27,ARAPAHOE,REPUBLICAN PARTY
23619,363,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23620,598,SD 27,ARAPAHOE,REPUBLICAN PARTY
23673,306,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23674,613,SD 27,ARAPAHOE,REPUBLICAN PARTY
23727,305,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23728,397,SD 27,ARAPAHOE,REPUBLICAN PARTY
23781,435,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23782,507,SD 27,ARAPAHOE,REPUBLICAN PARTY
23835,424,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23836,452,SD 27,ARAPAHOE,REPUBLICAN PARTY
23889,248,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23890,289,SD 27,ARAPAHOE,REPUBLICAN PARTY
23943,276,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23944,300,SD 27,ARAPAHOE,REPUBLICAN PARTY
23997,259,SD 27,ARAPAHOE,DEMOCRATIC PARTY
23998,252,SD 27,ARAPAHOE,REPUBLICAN PARTY
24051,296,SD 27,ARAPAHOE,DEMOCRATIC PARTY
24052,335,SD 27,ARAPAHOE,REPUBLICAN PARTY
24105,395,SD 27,ARAPAHOE,DEMOCRATIC PARTY
24106,451,SD 27,ARAPAHOE,REPUBLICAN PARTY
24159,407,SD 27,ARAPAHOE,DEMOCRATIC PARTY
24160,486,SD 27,ARAPAHOE,REPUBLICAN PARTY
24213,355,SD 27,ARAPAHOE,DEMOCRATIC PARTY
24214,470,SD 27,ARAPAHOE,REPUBLICAN PARTY
24267,487,SD 27,ARAPAHOE,DEMOCRATIC PARTY
24268,677,SD 27,ARAPAHOE,REPUBLICAN PARTY
