,YES VOTES,DISTRICT,COUNTY,PARTY
98598,496,SD 22,JEFFERSON,REPUBLICAN PARTY
98599,600,SD 22,JEFFERSON,REPUBLICAN PARTY
98600,594,SD 22,JEFFERSON,REPUBLICAN PARTY
98601,269,SD 22,JEFFERSON,REPUBLICAN PARTY
98602,515,SD 22,JEFFERSON,REPUBLICAN PARTY
98603,714,SD 22,JEFFERSON,REPUBLICAN PARTY
98604,378,SD 22,JEFFERSON,REPUBLICAN PARTY
98605,410,SD 22,JEFFERSON,REPUBLICAN PARTY
98606,683,SD 22,JEFFERSON,REPUBLICAN PARTY
98607,955,SD 22,JEFFERSON,REPUBLICAN PARTY
98608,469,SD 22,JEFFERSON,REPUBLICAN PARTY
98609,622,SD 22,JEFFERSON,REPUBLICAN PARTY
98610,516,SD 22,JEFFERSON,REPUBLICAN PARTY
98611,392,SD 22,JEFFERSON,REPUBLICAN PARTY
98612,854,SD 22,JEFFERSON,REPUBLICAN PARTY
98613,303,SD 22,JEFFERSON,REPUBLICAN PARTY
98614,210,SD 22,JEFFERSON,REPUBLICAN PARTY
98615,608,SD 22,JEFFERSON,REPUBLICAN PARTY
98616,274,SD 22,JEFFERSON,REPUBLICAN PARTY
98617,460,SD 22,JEFFERSON,REPUBLICAN PARTY
98618,246,SD 22,JEFFERSON,REPUBLICAN PARTY
98619,257,SD 22,JEFFERSON,REPUBLICAN PARTY
98620,350,SD 22,JEFFERSON,REPUBLICAN PARTY
98621,234,SD 22,JEFFERSON,REPUBLICAN PARTY
98622,633,SD 22,JEFFERSON,REPUBLICAN PARTY
98623,491,SD 22,JEFFERSON,REPUBLICAN PARTY
98624,162,SD 22,JEFFERSON,REPUBLICAN PARTY
98625,270,SD 22,JEFFERSON,REPUBLICAN PARTY
98626,506,SD 22,JEFFERSON,REPUBLICAN PARTY
98627,263,SD 22,JEFFERSON,REPUBLICAN PARTY
98628,432,SD 22,JEFFERSON,REPUBLICAN PARTY
98629,642,SD 22,JEFFERSON,REPUBLICAN PARTY
98630,428,SD 22,JEFFERSON,REPUBLICAN PARTY
98631,321,SD 22,JEFFERSON,REPUBLICAN PARTY
98632,218,SD 22,JEFFERSON,REPUBLICAN PARTY
98633,339,SD 22,JEFFERSON,REPUBLICAN PARTY
98634,490,SD 22,JEFFERSON,REPUBLICAN PARTY
98635,259,SD 22,JEFFERSON,REPUBLICAN PARTY
98636,311,SD 22,JEFFERSON,REPUBLICAN PARTY
98637,451,SD 22,JEFFERSON,REPUBLICAN PARTY
98638,411,SD 22,JEFFERSON,REPUBLICAN PARTY
98639,449,SD 22,JEFFERSON,REPUBLICAN PARTY
98640,326,SD 22,JEFFERSON,REPUBLICAN PARTY
98641,298,SD 22,JEFFERSON,REPUBLICAN PARTY
98642,260,SD 22,JEFFERSON,REPUBLICAN PARTY
98643,330,SD 22,JEFFERSON,REPUBLICAN PARTY
98644,352,SD 22,JEFFERSON,REPUBLICAN PARTY
98645,231,SD 22,JEFFERSON,REPUBLICAN PARTY
98646,515,SD 22,JEFFERSON,REPUBLICAN PARTY
98647,318,SD 22,JEFFERSON,REPUBLICAN PARTY
98648,414,SD 22,JEFFERSON,REPUBLICAN PARTY
98649,312,SD 22,JEFFERSON,REPUBLICAN PARTY
98650,542,SD 22,JEFFERSON,REPUBLICAN PARTY
98651,641,SD 22,JEFFERSON,REPUBLICAN PARTY
98652,422,SD 22,JEFFERSON,REPUBLICAN PARTY
98653,500,SD 24,ADAMS,REPUBLICAN PARTY
98654,438,SD 24,ADAMS,REPUBLICAN PARTY
98655,391,SD 24,ADAMS,REPUBLICAN PARTY
98656,458,SD 24,ADAMS,REPUBLICAN PARTY
98657,413,SD 24,ADAMS,REPUBLICAN PARTY
98658,248,SD 24,ADAMS,REPUBLICAN PARTY
98659,293,SD 24,ADAMS,REPUBLICAN PARTY
98660,75,SD 24,ADAMS,REPUBLICAN PARTY
98661,348,SD 24,ADAMS,REPUBLICAN PARTY
98662,427,SD 24,ADAMS,REPUBLICAN PARTY
98663,182,SD 24,ADAMS,REPUBLICAN PARTY
98664,206,SD 24,ADAMS,REPUBLICAN PARTY
98665,330,SD 24,ADAMS,REPUBLICAN PARTY
98666,403,SD 24,ADAMS,REPUBLICAN PARTY
98667,381,SD 24,ADAMS,REPUBLICAN PARTY
98668,388,SD 24,ADAMS,REPUBLICAN PARTY
98669,339,SD 24,ADAMS,REPUBLICAN PARTY
98670,369,SD 24,ADAMS,REPUBLICAN PARTY
98671,357,SD 24,ADAMS,REPUBLICAN PARTY
98672,314,SD 24,ADAMS,REPUBLICAN PARTY
98673,21,SD 24,ADAMS,REPUBLICAN PARTY
98674,349,SD 24,ADAMS,REPUBLICAN PARTY
98675,394,SD 24,ADAMS,REPUBLICAN PARTY
98676,313,SD 24,ADAMS,REPUBLICAN PARTY
98677,481,SD 24,ADAMS,REPUBLICAN PARTY
98678,347,SD 24,ADAMS,REPUBLICAN PARTY
98679,306,SD 24,ADAMS,REPUBLICAN PARTY
98680,392,SD 24,ADAMS,REPUBLICAN PARTY
98681,457,SD 24,ADAMS,REPUBLICAN PARTY
98682,154,SD 24,ADAMS,REPUBLICAN PARTY
98683,308,SD 24,ADAMS,REPUBLICAN PARTY
98684,262,SD 24,ADAMS,REPUBLICAN PARTY
98685,282,SD 24,ADAMS,REPUBLICAN PARTY
98686,222,SD 24,ADAMS,REPUBLICAN PARTY
98687,439,SD 24,ADAMS,REPUBLICAN PARTY
98688,350,SD 24,ADAMS,REPUBLICAN PARTY
98689,408,SD 24,ADAMS,REPUBLICAN PARTY
98690,385,SD 24,ADAMS,REPUBLICAN PARTY
98691,272,SD 24,ADAMS,REPUBLICAN PARTY
98692,328,SD 24,ADAMS,REPUBLICAN PARTY
98693,342,SD 24,ADAMS,REPUBLICAN PARTY
98694,266,SD 24,ADAMS,REPUBLICAN PARTY
98695,232,SD 24,ADAMS,REPUBLICAN PARTY
98696,178,SD 24,ADAMS,REPUBLICAN PARTY
98697,198,SD 24,ADAMS,REPUBLICAN PARTY
98698,361,SD 24,ADAMS,REPUBLICAN PARTY
98699,321,SD 24,ADAMS,REPUBLICAN PARTY
98700,290,SD 24,ADAMS,REPUBLICAN PARTY
98701,299,SD 24,ADAMS,REPUBLICAN PARTY
98702,178,SD 24,ADAMS,REPUBLICAN PARTY
98703,318,SD 24,ADAMS,REPUBLICAN PARTY
98704,264,SD 24,ADAMS,REPUBLICAN PARTY
98705,279,SD 24,ADAMS,REPUBLICAN PARTY
98706,116,SD 24,ADAMS,REPUBLICAN PARTY
98707,278,SD 24,ADAMS,REPUBLICAN PARTY
98708,323,SD 24,ADAMS,REPUBLICAN PARTY
98709,237,SD 24,ADAMS,REPUBLICAN PARTY
98710,372,SD 24,ADAMS,REPUBLICAN PARTY
98711,305,SD 24,ADAMS,REPUBLICAN PARTY
98712,378,SD 24,ADAMS,REPUBLICAN PARTY
98713,268,SD 24,ADAMS,REPUBLICAN PARTY
98714,237,SD 24,ADAMS,REPUBLICAN PARTY
98715,324,SD 24,ADAMS,REPUBLICAN PARTY
98716,425,SD 24,ADAMS,REPUBLICAN PARTY
98717,360,SD 24,ADAMS,REPUBLICAN PARTY
98718,362,SD 24,ADAMS,REPUBLICAN PARTY
98719,321,SD 24,ADAMS,REPUBLICAN PARTY
98720,281,SD 24,ADAMS,REPUBLICAN PARTY
98721,280,SD 24,ADAMS,REPUBLICAN PARTY
98722,358,SD 24,ADAMS,REPUBLICAN PARTY
98723,234,SD 24,ADAMS,REPUBLICAN PARTY
98724,260,SD 24,ADAMS,REPUBLICAN PARTY
98725,322,SD 24,ADAMS,REPUBLICAN PARTY
98726,352,SD 24,ADAMS,REPUBLICAN PARTY
98727,359,SD 24,ADAMS,REPUBLICAN PARTY
98728,388,SD 24,ADAMS,REPUBLICAN PARTY
98729,278,SD 24,ADAMS,REPUBLICAN PARTY
98730,265,SD 24,ADAMS,REPUBLICAN PARTY
98731,278,SD 24,ADAMS,REPUBLICAN PARTY
98732,62,SD 24,ADAMS,REPUBLICAN PARTY
98733,186,SD 24,ADAMS,REPUBLICAN PARTY
98734,357,SD 24,ADAMS,REPUBLICAN PARTY
98735,354,SD 24,ADAMS,REPUBLICAN PARTY
98736,388,SD 24,ADAMS,REPUBLICAN PARTY
98737,424,SD 24,ADAMS,DEMOCRATIC PARTY
98738,362,SD 24,ADAMS,DEMOCRATIC PARTY
98739,280,SD 24,ADAMS,DEMOCRATIC PARTY
98740,334,SD 24,ADAMS,DEMOCRATIC PARTY
98741,321,SD 24,ADAMS,DEMOCRATIC PARTY
98742,175,SD 24,ADAMS,DEMOCRATIC PARTY
98743,183,SD 24,ADAMS,DEMOCRATIC PARTY
98744,31,SD 24,ADAMS,DEMOCRATIC PARTY
98745,238,SD 24,ADAMS,DEMOCRATIC PARTY
98746,264,SD 24,ADAMS,DEMOCRATIC PARTY
98747,77,SD 24,ADAMS,DEMOCRATIC PARTY
98748,151,SD 24,ADAMS,DEMOCRATIC PARTY
98749,245,SD 24,ADAMS,DEMOCRATIC PARTY
98750,365,SD 24,ADAMS,DEMOCRATIC PARTY
98751,310,SD 24,ADAMS,DEMOCRATIC PARTY
98752,375,SD 24,ADAMS,DEMOCRATIC PARTY
98753,348,SD 24,ADAMS,DEMOCRATIC PARTY
98754,363,SD 24,ADAMS,DEMOCRATIC PARTY
98755,389,SD 24,ADAMS,DEMOCRATIC PARTY
98756,323,SD 24,ADAMS,DEMOCRATIC PARTY
98757,41,SD 24,ADAMS,DEMOCRATIC PARTY
98758,371,SD 24,ADAMS,DEMOCRATIC PARTY
98759,438,SD 24,ADAMS,DEMOCRATIC PARTY
98760,298,SD 24,ADAMS,DEMOCRATIC PARTY
98761,359,SD 24,ADAMS,DEMOCRATIC PARTY
98762,314,SD 24,ADAMS,DEMOCRATIC PARTY
98763,257,SD 24,ADAMS,DEMOCRATIC PARTY
98764,443,SD 24,ADAMS,DEMOCRATIC PARTY
98765,327,SD 24,ADAMS,DEMOCRATIC PARTY
98766,187,SD 24,ADAMS,DEMOCRATIC PARTY
98767,410,SD 24,ADAMS,DEMOCRATIC PARTY
98768,327,SD 24,ADAMS,DEMOCRATIC PARTY
98769,330,SD 24,ADAMS,DEMOCRATIC PARTY
98770,298,SD 24,ADAMS,DEMOCRATIC PARTY
98771,394,SD 24,ADAMS,DEMOCRATIC PARTY
98772,478,SD 24,ADAMS,DEMOCRATIC PARTY
98773,380,SD 24,ADAMS,DEMOCRATIC PARTY
98774,308,SD 24,ADAMS,DEMOCRATIC PARTY
98775,291,SD 24,ADAMS,DEMOCRATIC PARTY
98776,301,SD 24,ADAMS,DEMOCRATIC PARTY
98777,325,SD 24,ADAMS,DEMOCRATIC PARTY
98778,189,SD 24,ADAMS,DEMOCRATIC PARTY
98779,238,SD 24,ADAMS,DEMOCRATIC PARTY
98780,253,SD 24,ADAMS,DEMOCRATIC PARTY
98781,274,SD 24,ADAMS,DEMOCRATIC PARTY
98782,406,SD 24,ADAMS,DEMOCRATIC PARTY
98783,396,SD 24,ADAMS,DEMOCRATIC PARTY
98784,352,SD 24,ADAMS,DEMOCRATIC PARTY
98785,321,SD 24,ADAMS,DEMOCRATIC PARTY
98786,230,SD 24,ADAMS,DEMOCRATIC PARTY
98787,398,SD 24,ADAMS,DEMOCRATIC PARTY
98788,313,SD 24,ADAMS,DEMOCRATIC PARTY
98789,374,SD 24,ADAMS,DEMOCRATIC PARTY
98790,130,SD 24,ADAMS,DEMOCRATIC PARTY
98791,260,SD 24,ADAMS,DEMOCRATIC PARTY
98792,384,SD 24,ADAMS,DEMOCRATIC PARTY
98793,364,SD 24,ADAMS,DEMOCRATIC PARTY
98794,470,SD 24,ADAMS,DEMOCRATIC PARTY
98795,354,SD 24,ADAMS,DEMOCRATIC PARTY
98796,349,SD 24,ADAMS,DEMOCRATIC PARTY
98797,303,SD 24,ADAMS,DEMOCRATIC PARTY
98798,256,SD 24,ADAMS,DEMOCRATIC PARTY
98799,226,SD 24,ADAMS,DEMOCRATIC PARTY
98800,369,SD 24,ADAMS,DEMOCRATIC PARTY
98801,230,SD 24,ADAMS,DEMOCRATIC PARTY
98802,360,SD 24,ADAMS,DEMOCRATIC PARTY
98803,303,SD 24,ADAMS,DEMOCRATIC PARTY
98804,263,SD 24,ADAMS,DEMOCRATIC PARTY
98805,220,SD 24,ADAMS,DEMOCRATIC PARTY
98806,375,SD 24,ADAMS,DEMOCRATIC PARTY
98807,315,SD 24,ADAMS,DEMOCRATIC PARTY
98808,335,SD 24,ADAMS,DEMOCRATIC PARTY
98809,387,SD 24,ADAMS,DEMOCRATIC PARTY
98810,240,SD 24,ADAMS,DEMOCRATIC PARTY
98811,412,SD 24,ADAMS,DEMOCRATIC PARTY
98812,271,SD 24,ADAMS,DEMOCRATIC PARTY
98813,256,SD 24,ADAMS,DEMOCRATIC PARTY
98814,330,SD 24,ADAMS,DEMOCRATIC PARTY
98815,302,SD 24,ADAMS,DEMOCRATIC PARTY
98816,50,SD 24,ADAMS,DEMOCRATIC PARTY
98817,175,SD 24,ADAMS,DEMOCRATIC PARTY
98818,362,SD 24,ADAMS,DEMOCRATIC PARTY
98819,180,SD 24,ADAMS,DEMOCRATIC PARTY
98820,258,SD 24,ADAMS,DEMOCRATIC PARTY
98821,29,SD 3,PUEBLO,REPUBLICAN PARTY
98822,93,SD 3,PUEBLO,REPUBLICAN PARTY
98823,194,SD 3,PUEBLO,REPUBLICAN PARTY
98824,180,SD 3,PUEBLO,REPUBLICAN PARTY
98825,190,SD 3,PUEBLO,REPUBLICAN PARTY
98826,52,SD 3,PUEBLO,REPUBLICAN PARTY
98827,113,SD 3,PUEBLO,REPUBLICAN PARTY
98828,67,SD 3,PUEBLO,REPUBLICAN PARTY
98829,78,SD 3,PUEBLO,REPUBLICAN PARTY
98830,46,SD 3,PUEBLO,REPUBLICAN PARTY
98831,61,SD 3,PUEBLO,REPUBLICAN PARTY
98832,46,SD 3,PUEBLO,REPUBLICAN PARTY
98833,69,SD 3,PUEBLO,REPUBLICAN PARTY
98834,81,SD 3,PUEBLO,REPUBLICAN PARTY
98835,143,SD 3,PUEBLO,REPUBLICAN PARTY
98836,138,SD 3,PUEBLO,REPUBLICAN PARTY
98837,153,SD 3,PUEBLO,REPUBLICAN PARTY
98838,75,SD 3,PUEBLO,REPUBLICAN PARTY
98839,150,SD 3,PUEBLO,REPUBLICAN PARTY
98840,186,SD 3,PUEBLO,REPUBLICAN PARTY
98841,195,SD 3,PUEBLO,REPUBLICAN PARTY
98842,213,SD 3,PUEBLO,REPUBLICAN PARTY
98843,87,SD 3,PUEBLO,REPUBLICAN PARTY
98844,215,SD 3,PUEBLO,REPUBLICAN PARTY
98845,152,SD 3,PUEBLO,REPUBLICAN PARTY
98846,226,SD 3,PUEBLO,REPUBLICAN PARTY
98847,277,SD 3,PUEBLO,REPUBLICAN PARTY
98848,32,SD 3,PUEBLO,REPUBLICAN PARTY
98849,29,SD 3,PUEBLO,REPUBLICAN PARTY
98850,267,SD 3,PUEBLO,REPUBLICAN PARTY
98851,128,SD 3,PUEBLO,REPUBLICAN PARTY
98852,108,SD 3,PUEBLO,REPUBLICAN PARTY
98853,148,SD 3,PUEBLO,REPUBLICAN PARTY
98854,76,SD 3,PUEBLO,REPUBLICAN PARTY
98855,97,SD 3,PUEBLO,REPUBLICAN PARTY
98856,108,SD 3,PUEBLO,REPUBLICAN PARTY
98857,79,SD 3,PUEBLO,REPUBLICAN PARTY
98858,80,SD 3,PUEBLO,REPUBLICAN PARTY
98859,140,SD 3,PUEBLO,REPUBLICAN PARTY
98860,64,SD 3,PUEBLO,REPUBLICAN PARTY
98861,86,SD 3,PUEBLO,REPUBLICAN PARTY
98862,88,SD 3,PUEBLO,REPUBLICAN PARTY
98863,97,SD 3,PUEBLO,REPUBLICAN PARTY
98864,184,SD 3,PUEBLO,REPUBLICAN PARTY
98865,116,SD 3,PUEBLO,REPUBLICAN PARTY
98866,311,SD 3,PUEBLO,REPUBLICAN PARTY
98867,115,SD 3,PUEBLO,REPUBLICAN PARTY
98868,180,SD 3,PUEBLO,REPUBLICAN PARTY
98869,169,SD 3,PUEBLO,REPUBLICAN PARTY
98870,266,SD 3,PUEBLO,REPUBLICAN PARTY
98871,312,SD 3,PUEBLO,REPUBLICAN PARTY
98872,532,SD 3,PUEBLO,REPUBLICAN PARTY
98873,464,SD 3,PUEBLO,REPUBLICAN PARTY
98874,171,SD 3,PUEBLO,REPUBLICAN PARTY
98875,311,SD 3,PUEBLO,REPUBLICAN PARTY
98876,256,SD 3,PUEBLO,REPUBLICAN PARTY
98877,629,SD 3,PUEBLO,REPUBLICAN PARTY
98878,583,SD 3,PUEBLO,REPUBLICAN PARTY
98879,520,SD 3,PUEBLO,REPUBLICAN PARTY
98880,381,SD 3,PUEBLO,REPUBLICAN PARTY
98881,267,SD 3,PUEBLO,REPUBLICAN PARTY
98882,565,SD 3,PUEBLO,REPUBLICAN PARTY
98883,464,SD 3,PUEBLO,REPUBLICAN PARTY
98884,480,SD 3,PUEBLO,REPUBLICAN PARTY
98885,302,SD 3,PUEBLO,REPUBLICAN PARTY
98886,382,SD 3,PUEBLO,REPUBLICAN PARTY
98887,461,SD 3,PUEBLO,REPUBLICAN PARTY
98888,458,SD 3,PUEBLO,REPUBLICAN PARTY
98889,257,SD 3,PUEBLO,REPUBLICAN PARTY
98890,158,SD 3,PUEBLO,REPUBLICAN PARTY
98891,313,SD 3,PUEBLO,REPUBLICAN PARTY
98892,375,SD 3,PUEBLO,REPUBLICAN PARTY
98893,177,SD 3,PUEBLO,REPUBLICAN PARTY
98894,232,SD 3,PUEBLO,REPUBLICAN PARTY
98895,259,SD 3,PUEBLO,REPUBLICAN PARTY
98896,206,SD 3,PUEBLO,REPUBLICAN PARTY
98897,199,SD 3,PUEBLO,REPUBLICAN PARTY
98898,331,SD 3,PUEBLO,REPUBLICAN PARTY
98899,287,SD 3,PUEBLO,REPUBLICAN PARTY
98900,43,SD 3,PUEBLO,REPUBLICAN PARTY
98901,75,SD 3,PUEBLO,REPUBLICAN PARTY
98902,213,SD 3,PUEBLO,REPUBLICAN PARTY
98903,245,SD 3,PUEBLO,REPUBLICAN PARTY
98904,33,SD 3,PUEBLO,REPUBLICAN PARTY
98905,94,SD 3,PUEBLO,REPUBLICAN PARTY
98906,39,SD 3,PUEBLO,REPUBLICAN PARTY
98907,211,SD 3,PUEBLO,REPUBLICAN PARTY
98908,558,SD 3,PUEBLO,REPUBLICAN PARTY
98909,466,SD 3,PUEBLO,REPUBLICAN PARTY
98910,539,SD 3,PUEBLO,REPUBLICAN PARTY
98911,251,SD 3,PUEBLO,REPUBLICAN PARTY
98912,248,SD 3,PUEBLO,REPUBLICAN PARTY
98913,305,SD 3,PUEBLO,REPUBLICAN PARTY
98914,352,SD 3,PUEBLO,REPUBLICAN PARTY
98915,415,SD 3,PUEBLO,REPUBLICAN PARTY
98916,289,SD 3,PUEBLO,REPUBLICAN PARTY
98917,153,SD 3,PUEBLO,REPUBLICAN PARTY
98918,79,SD 3,PUEBLO,REPUBLICAN PARTY
98919,92,SD 3,PUEBLO,REPUBLICAN PARTY
98920,112,SD 3,PUEBLO,REPUBLICAN PARTY
98921,89,SD 3,PUEBLO,REPUBLICAN PARTY
98922,67,SD 3,PUEBLO,REPUBLICAN PARTY
98923,57,SD 3,PUEBLO,REPUBLICAN PARTY
98924,110,SD 3,PUEBLO,REPUBLICAN PARTY
98925,109,SD 3,PUEBLO,REPUBLICAN PARTY
98926,49,SD 3,PUEBLO,REPUBLICAN PARTY
98927,23,SD 3,PUEBLO,REPUBLICAN PARTY
98928,57,SD 3,PUEBLO,REPUBLICAN PARTY
98929,75,SD 3,PUEBLO,REPUBLICAN PARTY
98930,37,SD 3,PUEBLO,REPUBLICAN PARTY
98931,205,SD 3,PUEBLO,REPUBLICAN PARTY
98932,315,SD 3,PUEBLO,REPUBLICAN PARTY
98933,62,SD 3,PUEBLO,DEMOCRATIC PARTY
98934,267,SD 3,PUEBLO,DEMOCRATIC PARTY
98935,258,SD 3,PUEBLO,DEMOCRATIC PARTY
98936,221,SD 3,PUEBLO,DEMOCRATIC PARTY
98937,250,SD 3,PUEBLO,DEMOCRATIC PARTY
98938,120,SD 3,PUEBLO,DEMOCRATIC PARTY
98939,167,SD 3,PUEBLO,DEMOCRATIC PARTY
98940,180,SD 3,PUEBLO,DEMOCRATIC PARTY
98941,152,SD 3,PUEBLO,DEMOCRATIC PARTY
98942,169,SD 3,PUEBLO,DEMOCRATIC PARTY
98943,161,SD 3,PUEBLO,DEMOCRATIC PARTY
98944,160,SD 3,PUEBLO,DEMOCRATIC PARTY
98945,165,SD 3,PUEBLO,DEMOCRATIC PARTY
98946,272,SD 3,PUEBLO,DEMOCRATIC PARTY
98947,356,SD 3,PUEBLO,DEMOCRATIC PARTY
98948,221,SD 3,PUEBLO,DEMOCRATIC PARTY
98949,178,SD 3,PUEBLO,DEMOCRATIC PARTY
98950,184,SD 3,PUEBLO,DEMOCRATIC PARTY
98951,243,SD 3,PUEBLO,DEMOCRATIC PARTY
98952,208,SD 3,PUEBLO,DEMOCRATIC PARTY
98953,335,SD 3,PUEBLO,DEMOCRATIC PARTY
98954,289,SD 3,PUEBLO,DEMOCRATIC PARTY
98955,128,SD 3,PUEBLO,DEMOCRATIC PARTY
98956,315,SD 3,PUEBLO,DEMOCRATIC PARTY
98957,327,SD 3,PUEBLO,DEMOCRATIC PARTY
98958,307,SD 3,PUEBLO,DEMOCRATIC PARTY
98959,434,SD 3,PUEBLO,DEMOCRATIC PARTY
98960,54,SD 3,PUEBLO,DEMOCRATIC PARTY
98961,25,SD 3,PUEBLO,DEMOCRATIC PARTY
98962,382,SD 3,PUEBLO,DEMOCRATIC PARTY
98963,247,SD 3,PUEBLO,DEMOCRATIC PARTY
98964,197,SD 3,PUEBLO,DEMOCRATIC PARTY
98965,332,SD 3,PUEBLO,DEMOCRATIC PARTY
98966,191,SD 3,PUEBLO,DEMOCRATIC PARTY
98967,246,SD 3,PUEBLO,DEMOCRATIC PARTY
98968,251,SD 3,PUEBLO,DEMOCRATIC PARTY
98969,203,SD 3,PUEBLO,DEMOCRATIC PARTY
98970,241,SD 3,PUEBLO,DEMOCRATIC PARTY
98971,251,SD 3,PUEBLO,DEMOCRATIC PARTY
98972,174,SD 3,PUEBLO,DEMOCRATIC PARTY
98973,138,SD 3,PUEBLO,DEMOCRATIC PARTY
98974,157,SD 3,PUEBLO,DEMOCRATIC PARTY
98975,242,SD 3,PUEBLO,DEMOCRATIC PARTY
98976,396,SD 3,PUEBLO,DEMOCRATIC PARTY
98977,307,SD 3,PUEBLO,DEMOCRATIC PARTY
98978,433,SD 3,PUEBLO,DEMOCRATIC PARTY
98979,345,SD 3,PUEBLO,DEMOCRATIC PARTY
98980,350,SD 3,PUEBLO,DEMOCRATIC PARTY
98981,255,SD 3,PUEBLO,DEMOCRATIC PARTY
98982,416,SD 3,PUEBLO,DEMOCRATIC PARTY
98983,313,SD 3,PUEBLO,DEMOCRATIC PARTY
98984,551,SD 3,PUEBLO,DEMOCRATIC PARTY
98985,260,SD 3,PUEBLO,DEMOCRATIC PARTY
98986,131,SD 3,PUEBLO,DEMOCRATIC PARTY
98987,257,SD 3,PUEBLO,DEMOCRATIC PARTY
98988,179,SD 3,PUEBLO,DEMOCRATIC PARTY
98989,362,SD 3,PUEBLO,DEMOCRATIC PARTY
98990,332,SD 3,PUEBLO,DEMOCRATIC PARTY
98991,289,SD 3,PUEBLO,DEMOCRATIC PARTY
98992,178,SD 3,PUEBLO,DEMOCRATIC PARTY
98993,139,SD 3,PUEBLO,DEMOCRATIC PARTY
98994,250,SD 3,PUEBLO,DEMOCRATIC PARTY
98995,299,SD 3,PUEBLO,DEMOCRATIC PARTY
98996,184,SD 3,PUEBLO,DEMOCRATIC PARTY
98997,312,SD 3,PUEBLO,DEMOCRATIC PARTY
98998,508,SD 3,PUEBLO,DEMOCRATIC PARTY
98999,473,SD 3,PUEBLO,DEMOCRATIC PARTY
99000,386,SD 3,PUEBLO,DEMOCRATIC PARTY
99001,198,SD 3,PUEBLO,DEMOCRATIC PARTY
99002,158,SD 3,PUEBLO,DEMOCRATIC PARTY
99003,349,SD 3,PUEBLO,DEMOCRATIC PARTY
99004,397,SD 3,PUEBLO,DEMOCRATIC PARTY
99005,254,SD 3,PUEBLO,DEMOCRATIC PARTY
99006,300,SD 3,PUEBLO,DEMOCRATIC PARTY
99007,337,SD 3,PUEBLO,DEMOCRATIC PARTY
99008,299,SD 3,PUEBLO,DEMOCRATIC PARTY
99009,268,SD 3,PUEBLO,DEMOCRATIC PARTY
99010,292,SD 3,PUEBLO,DEMOCRATIC PARTY
99011,441,SD 3,PUEBLO,DEMOCRATIC PARTY
99012,83,SD 3,PUEBLO,DEMOCRATIC PARTY
99013,190,SD 3,PUEBLO,DEMOCRATIC PARTY
99014,297,SD 3,PUEBLO,DEMOCRATIC PARTY
99015,338,SD 3,PUEBLO,DEMOCRATIC PARTY
99016,69,SD 3,PUEBLO,DEMOCRATIC PARTY
99017,195,SD 3,PUEBLO,DEMOCRATIC PARTY
99018,53,SD 3,PUEBLO,DEMOCRATIC PARTY
99019,152,SD 3,PUEBLO,DEMOCRATIC PARTY
99020,237,SD 3,PUEBLO,DEMOCRATIC PARTY
99021,166,SD 3,PUEBLO,DEMOCRATIC PARTY
99022,200,SD 3,PUEBLO,DEMOCRATIC PARTY
99023,157,SD 3,PUEBLO,DEMOCRATIC PARTY
99024,150,SD 3,PUEBLO,DEMOCRATIC PARTY
99025,220,SD 3,PUEBLO,DEMOCRATIC PARTY
99026,272,SD 3,PUEBLO,DEMOCRATIC PARTY
99027,306,SD 3,PUEBLO,DEMOCRATIC PARTY
99028,390,SD 3,PUEBLO,DEMOCRATIC PARTY
99029,308,SD 3,PUEBLO,DEMOCRATIC PARTY
99030,235,SD 3,PUEBLO,DEMOCRATIC PARTY
99031,204,SD 3,PUEBLO,DEMOCRATIC PARTY
99032,325,SD 3,PUEBLO,DEMOCRATIC PARTY
99033,277,SD 3,PUEBLO,DEMOCRATIC PARTY
99034,199,SD 3,PUEBLO,DEMOCRATIC PARTY
99035,164,SD 3,PUEBLO,DEMOCRATIC PARTY
99036,293,SD 3,PUEBLO,DEMOCRATIC PARTY
99037,329,SD 3,PUEBLO,DEMOCRATIC PARTY
99038,171,SD 3,PUEBLO,DEMOCRATIC PARTY
99039,63,SD 3,PUEBLO,DEMOCRATIC PARTY
99040,266,SD 3,PUEBLO,DEMOCRATIC PARTY
99041,168,SD 3,PUEBLO,DEMOCRATIC PARTY
99042,176,SD 3,PUEBLO,DEMOCRATIC PARTY
99043,223,SD 3,PUEBLO,DEMOCRATIC PARTY
99044,279,SD 3,PUEBLO,DEMOCRATIC PARTY
99045,182,SD 30,DOUGLAS,DEMOCRATIC PARTY
99046,456,SD 30,DOUGLAS,DEMOCRATIC PARTY
99047,399,SD 30,DOUGLAS,DEMOCRATIC PARTY
99048,91,SD 30,DOUGLAS,DEMOCRATIC PARTY
99049,490,SD 30,DOUGLAS,DEMOCRATIC PARTY
99050,242,SD 30,DOUGLAS,DEMOCRATIC PARTY
99051,280,SD 30,DOUGLAS,DEMOCRATIC PARTY
99052,201,SD 30,DOUGLAS,DEMOCRATIC PARTY
99053,255,SD 30,DOUGLAS,DEMOCRATIC PARTY
99054,252,SD 30,DOUGLAS,DEMOCRATIC PARTY
99055,410,SD 30,DOUGLAS,DEMOCRATIC PARTY
99056,588,SD 30,DOUGLAS,DEMOCRATIC PARTY
99057,308,SD 30,DOUGLAS,DEMOCRATIC PARTY
99058,250,SD 30,DOUGLAS,DEMOCRATIC PARTY
99059,319,SD 30,DOUGLAS,DEMOCRATIC PARTY
